winery,country,region_1
Blackburn Wine Company,US,Paso Robles
Bovale,Spain,Utiel-Requena
Camps d'Estels,Spain,Cava
Hypothesis,US,Napa Valley
Roland Tissier et Fils,France,Sancerre
Finca del Castillo,Spain,La Mancha
Massaya,Lebanon,NA
Pepi Lignana,Italy,Maremma Toscana
Mark David,US,Rutherford
Senhora do Convento,Portugal,NA
Dominio de Berzal,Spain,Rioja
Black Cat,US,Napa Valley
Mas de Gourgonnier,France,Les Baux de Provence
Laleure-Piot,France,Pernand-Vergelesses
Clark-Claudon,US,Napa Valley
Seavey,US,Napa Valley
Cantina Sociale di Dolianova,Italy,Cannonau di Sardegna
Oakwild Ranch,US,Russian River Valley
Bodegas Qumrán,Spain,Ribera del Duero
Ervideira,Portugal,NA
Cherokee Vineyards,US,California
Conde de Jauregui,Spain,Rioja
Divine Llama,US,Yadkin Valley
Concrete,US,Lodi
Domaine Dampt Père et Fils,France,Chablis
Warramate,Australia,Yarra Valley
Mt. Monster,Australia,Limestone Coast
Cockerell,US,Napa Valley
Camossi,Italy,Franciacorta
Cornaleto,Italy,Franciacorta
Il Bosco di Grazia,Italy,Brunello di Montalcino
Rascioni e Cecconello,Italy,Maremma
Emidio Pepe,Italy,Montepulciano d'Abruzzo
Landshut,Germany,NA
Headbanger,US,Sonoma County
Stellenbosch Hills,South Africa,NA
Beyerskloof,South Africa,NA
Margrain,New Zealand,NA
Gaierhof,Italy,Trentino
Borgo Magredo,Italy,Prosecco
Dom Ponciano,Portugal,NA
Draga,Italy,Collio
Viña Altamar,Spain,Bierzo
Weinhof Kobler,Italy,Alto Adige
Moser,Italy,Vigneti delle Dolomiti
Douglas Green,South Africa,NA
Org de Rac,South Africa,NA
Jonquille,US,Carmel Valley
Château des Gimarets,France,Moulin-à-Vent
Cultura,US,Yakima Valley
Monte Pinadillo,Spain,Ribera del Duero
Phifer Pavitt,US,Napa Valley
Cantine Farro,Italy,Campi Flegrei
Viore,Spain,Rueda
Monogram,Italy,Franciacorta
Peju Province,US,North Coast
Château Beaumont Les Pierrières,France,Blaye Côtes de Bordeaux
Château la Barotte,France,Bordeaux
Antonutti,Italy,Friuli Grave
Niedrist,Italy,Alto Adige
Carayon la Rose,France,Languedoc
Château Cazeau,France,Bordeaux Rosé
Château de Roquefort,France,Côtes de Provence
Domaine du Deffends,France,Coteaux Varois
Wildekrans,South Africa,NA
Source Napa,US,Yountville
Lost Blues,US,Santa Maria Valley
Vanessa,Canada,Similkameen Valley
Domaine Lucien Barrot et Fils,France,Châteauneuf-du-Pape
Estefania,Spain,Bierzo
Casa Roma,Italy,Prosecco Treviso
Stratum,New Zealand,NA
Firefly Ridge,US,Central Coast
Little Penguin,Australia,South Eastern Australia
Domaine de Maison Neuve,France,Cahors
Lodi Estates,US,Lodi
Château La Tour Figeac,France,Saint-Émilion
Discovery,New Zealand,NA
Oak Valley,South Africa,NA
Indulge,US,North Coast
Los Molles,Chile,NA
Melsheimer,Germany,NA
Wondrous,US,Columbia Valley (WA)
Bootleg,US,Napa County
Braschi,Italy,Romagna
Domaine de la Graveirette,France,Côtes du Rhône
Snake and Herring,Australia,Margaret River
Cobden Wini,US,Calaveras County
Curran,US,Santa Barbara County
Vik,Chile,NA
The Smuggler's Son,US,California
Audelssa,US,Sonoma Valley
Gotín del Risc,Spain,Bierzo
Ghost Block,US,Yountville
Pyramid Valley,New Zealand,NA
Château La Barotte,France,Bordeaux
Auriga,US,El Dorado
Abbaye De Tholomies,France,Minervois
Château Fourcas Hosten,France,Listrac-Médoc
Vadiaperti,Italy,Fiano di Avellino
Rosa Nautica,Spain,Rías Baixas
Familly Valéry,France,Pays d'Oc
Adega Northwest,US,Columbia Valley (WA)
Selendi,Turkey,NA
1070 Green,US,Rutherford
Château Belle Coline,France,Blaye Côtes de Bordeaux
Família Oliveda,Spain,Cava
Perillo,Italy,Taurasi
Kinter Collins,US,Carneros
Mad Dogs & Englishmen,Spain,Jumilla
Mier Vini,Italy,Irpinia
Garfield Estates,US,Grand Valley
Taylor,US,Napa Valley
Cherrier Frères,France,Sancerre
Domaine Paul Thomas,France,Sancerre
Balancing Act,US,Washington
Château Gautoul,France,Cahors
Deovlet,US,Sta. Rita Hills
Hocus Pocus,US,Carneros
O'Vineyards,France,Cabardes
Mauro Franchino,Italy,Gattinara
Rocche Castamagna,Italy,Dolcetto d'Alba
Château Tour Baladoz,France,Saint-Émilion
Domaine de Terrebrune,France,Bandol
Knight Hill,US,Wahluke Slope
Le Chanceux,US,Napa Valley
Poderi Foglia,Italy,Galluccio
Traerte,Italy,Fiano di Avellino
Domaine Berrien,US,Lake Michigan Shore
Marimar Torres,US,Russian River Valley
Sakonnet,US,Southeastern New England
Laurens,France,Crémant de Limoux
Montsarra,Spain,Penedès
Penny's Hill,Australia,Adelaide Hills
Pierre-Luc Bouchaud,France,Muscadet Sèvre et Maine
FVine,Portugal,NA
Raúl Pérez,Spain,Ribeira Sacra
Stopham Estate,England,NA
Tenimenti Luigi D'Alessandro,Italy,Cortona
Kelly Fleming,US,Napa Valley
Delgadillo,US,Napa Valley
Dirler-Cadé,France,Alsace
Domaine Castell Reynoard,France,Bandol
Clos Pepe,US,Sta. Rita Hills
Pesquera,Spain,Ribera del Duero
R+,Spain,Ribera del Duero
Piocho,US,Happy Canyon of Santa Barbara
Stasis,US,Santa Maria Valley
Sherwin Family,US,Spring Mountain District
Andrus,US,Napa Valley
Harrison,US,Napa Valley
Hartwell,US,Stags Leap District
Carbone,Italy,Aglianico del Vulture
D'Orta - De Conciliis,Italy,Campania
Château Élan,US,NA
Domaine du Rin du Bois,France,Touraine
En Fuego,Spain,Cava
Cellier des Chartreux,France,Tavel
Burchino,Italy,Toscana
Chantebelle,France,Côtes de Gascogne
Underwood,US,Oregon
Philippe Jeannot,France,Santenay
Noble Hill,South Africa,NA
Domaine du Touja,France,Côtes de Gascogne
Schooler Nolan,US,Red Mountain
The Seeker,Argentina,Mendoza
Vino San Esteban,France,NA
Château Clément Termes,France,Côtes du Tarn
Domaine de l'Herré,France,Côtes de Gascogne
Case Paolin,Italy,Venezie
Garofalo,US,Walla Walla Valley (WA)
Schroeder Estate,Argentina,Patagonia
Silverback,US,Columbia Valley (WA)
Château Laroze,France,Saint-Émilion
Douro Prime,Portugal,NA
Bodegas Fabre,Argentina,Patagonia
Barbed Wire,US,North Coast
El Encanto,Argentina,Mendoza
Krauthaker,Croatia,NA
Heitlinger,Germany,NA
Maçanita Vinhos,Portugal,NA
Graffito,Argentina,Luján de Cuyo
Winzer Von Erbach,Germany,NA
Auspicion,US,California
Casetto,Italy,Bardolino Classico
Château l'Orangerie,France,Bordeaux Blanc
Domaine du Petit Coteau,France,Vouvray
Eagle Eye,US,Napa Valley
Les Vignerons des Coteaux Romanais,France,Touraine
Château Blanchereau,France,Côtes de Bourg
Château Chai Neuf,France,Bordeaux
Vega Moragona,Spain,Ribera del Júcar
Pepper Tree,Australia,Hunter Valley
Margan,Australia,Hunter Valley
Diez-Caballero,Spain,Rioja
Bodegas Agustín Cubero,Spain,Calatayud
Exton Park Vineyard,England,NA
Baica,Spain,Jumilla
Conclusion,US,Napa Valley
Adega de Penalva,Portugal,NA
Keermont,South Africa,NA
La Universal,Spain,Montsant
Domaine de la Foliette,France,Muscadet Sèvre et Maine
Domaine de la Vieille Cure,France,Muscadet Sèvre et Maine
Casa Primicia,Spain,Rioja
Château Les Combes,France,Bordeaux Blanc
Château Rivensan,France,Bordeaux
Château Tour d'Auron,France,Bordeaux Blanc
Château de Villeneuve,France,Saumur-Champigny
Château Graves de Pez,France,Saint-Estèphe
Château Haut Ballet,France,Fronsac
Moxy,US,Monterey County
Wild Earth,New Zealand,NA
La Grille,France,Vouvray
Mikami Vineyards,US,Lodi
Finca las Nubes,Argentina,Cafayate
Resilience,US,Chalk Hill
Yabby Lake Vineyard,Australia,Mornington Peninsula
Toljanic,Croatia,NA
Fattoria Poggio Capponi,Italy,Toscana
Les Vignerons D'Estezargues,France,Côtes du Rhône
Tenuta di Pietra Porzia,Italy,Frascati Superiore
Trappolini,Italy,Orvieto
Arnaud de Villeneuve,France,Rivesaltes
Hattingley Valley Wines,England,NA
Pure,US,Lake County
San Osvaldo,Italy,Lison-Pramaggiore
Luigino Grimaldi,Italy,Barbaresco
Domini de la Cartoixa,Spain,Priorat
Crosby Roamann,US,Mount Veeder
Yannick Amirault,France,Bourgueil
Château de Rousse,France,Jurançon
M by Martellotto,US,Napa Valley
George IV,US,Santa Lucia Highlands
Infinity,US,Central Coast
Sortina,Italy,Sicilia
Dog Tail,US,California
Gran Rigau,Spain,Cava
Javadi,US,Paso Robles
Benito Ferrara,Italy,Greco di Tufo
Clendenen,US,Santa Maria Valley
LTU,Argentina,Uco Valley
Weingut Groiss,Austria,NA
Fattorie Parri,Italy,Chianti Montespertoli
Maringer-Reif,Germany,NA
Miller Wine Works,US,El Dorado
Onward,US,Suisun Valley
Huntaway Reserve,New Zealand,NA
Casir Dos Santos,Argentina,Mendoza
Catalina Sounds,New Zealand,NA
Enclave,Chile,NA
Aequorea,US,San Luis Obispo County
Château Chantelune,France,Margaux
Château Franc Pipeau,France,Saint-Émilion
Pont de Chevalier,US,Napa Valley
Eric Taillet,France,Champagne
Gallimard Père et Fils,France,Champagne
Crystal Valley Cellars,US,Lodi
Joliesse,US,California
Three Pears,US,California
Villa Fiorita,Italy,Barbera d'Asti Superiore
Biscaye Baie,France,Côtes de Gascogne
Bracco Bosca,Uruguay,NA
Château le Doyenne,France,Côtes de Bordeaux
Château les Conseillans,France,Cadillac Côtes de Bordeaux
Château Tour Saint Germain,France,Blaye Côtes de Bordeaux
Anne Amie,US,Willamette Valley
Cantina Produttori di Valdobbiadene,Italy,Conegliano Valdobbiadene Prosecco Superiore
Santa Cristina,Italy,Toscana
Klee,US,Willamette Valley
Domaine de la Quilla,France,Muscadet Sèvre et Maine
Domaine de Nerleux,France,Crémant de Loire
Bodega Zafado,Argentina,Mendoza
Brengman Brothers,US,Leelanau Peninsula
Castello della Rosa,Italy,Vigneti delle Dolomiti
Endrizzi,Italy,Trentino
Sisters Forever,US,Central Coast
Deerfield,US,Sonoma County
Tenuta del Portale,Italy,Aglianico del Vulture
Domaine le Bout du Lieu,France,Cahors
Once Upon a Vine,US,California
Château de Macard,France,Bordeaux Supérieur
Château Moulin de Mallet,France,Bordeaux
Coach House,US,Columbia Valley (WA)
Tamburini,Italy,Toscana
Tenuta di Tavignano,Italy,Verdicchio dei Castelli di Jesi Classico Superiore
General's Ridge,US,Virginia
Hume,US,Virginia
Manfred Weiss,Austria,NA
Podere Brizio Roberto Bellini,Italy,Colli della Toscana Centrale
Tenuta I Greppi,Italy,Bolgheri Superiore
Howard's Folly,Portugal,NA
Cedar River Cellars,US,Rattlesnake Hills
Mas Chappell,US,Yakima Valley
La Lomita,Mexico,NA
La Font du Vent,France,Côtes du Rhône Villages
LePlan-Vermeersch,France,Côtes du Rhône Villages
Jean Rijckaert,France,Pouilly-Fuissé
Deetlefs,South Africa,NA
La Sibilla,Italy,Campi Flegrei
Makara,New Zealand,NA
Carić,Croatia,NA
Conde de Altava,Spain,Rioja
Inspiration,US,Russian River Valley
Proteus,US,Willamette Valley
Powicana Farm,US,Redwood Valley
Rich Table,US,Columbia Valley (WA)
Roccolo del Lago,Italy,Bardolino Classico
Antigua Bodega Stagnari,Uruguay,NA
Avaler,US,Sonoma County
Fernando Torres Torrent,Chile,NA
RayLen,US,North Carolina
Vale d'Algares,Portugal,NA
CampoReale,Italy,Valpolicella Classico
Miquel Pons,Spain,Cava
Estraié,US,North Coast
The Cleaver,US,California
Vinaria din Vale,Moldova,NA
Domaine de la Grande Séouve,France,Coteaux d'Aix-en-Provence
Domaine de Sulauze,France,Coteaux d'Aix-en-Provence
Llai Llai,Chile,NA
Calheiros Cruz,Portugal,NA
Franck & Olivier Mousset,France,Mediterranée
Heimann,Hungary,NA
Monte Antico,Italy,Toscana
Winner's Tank,Australia,Langhorne Creek
Marqués de Caro,Spain,Valencia
Montoliva,US,Sierra Foothills
Château Arnaud Jouan,France,Côtes de Bordeaux
Granite Heights,US,Virginia
Acaibo,US,Sonoma County
Domaine de la Croix,France,Côtes de Provence
Domaine du Clos Gautier,France,Côtes de Provence
Pierre Cornu Camus,France,Côte de Nuits-Villages
Charles Fournier,US,Finger Lakes
Cruz,Spain,Ribera del Duero
Ribera de Ulver,Spain,Bierzo
Spin the Bottle,US,California
Campus Oaks,US,Lodi
Caliboro Estate,Chile,NA
Château le Raz,France,Montravel
Margalit,Israel,NA
Cobenzl,Austria,NA
Huerta de Albalá,Spain,Vino de la Tierra de Cádiz
Marianello,US,Santa Barbara County
Domaine le Virolys,France,Viré-Clessé
Erzsébet Pince,Hungary,NA
Villa a Sesta,Italy,Chianti Classico
Château Bousquette,France,Saint-Chinian
Poupille,France,Castillon Côtes de Bordeaux
Rexach Baqués,Spain,Cava
Tamaral,Spain,Ribera del Duero
Simple Life,US,California
Tenuta di Capraia,Italy,Chianti Classico
Cantagallo,Italy,Chianti Montalbano
Château la Clotte,France,Saint-Émilion
Casa Solar,Spain,Vino de la Tierra de Castilla
Evohé,Spain,Vino de la Tierra del Bajo Aragón
Steorra,US,Russian River Valley
Vitkin,Israel,NA
Caldera,US,Paso Robles
Château de l'Annonciation,France,Saint-Émilion
Monochrome,US,California
Château Tourans,France,Saint-Émilion
Domaine de la Tourmaline,France,Muscadet Sèvre et Maine
Michele Ventura,Italy,Toscana
Gallica,US,Napa Valley
Jean-Paul Paquet,France,Pouilly-Fuissé
Vigne di Mezzo,Italy,Aglianico del Vulture
Le Tre Stelle,Italy,Chianti Colli Senesi
Skyleaf,New Zealand,NA
Aylin,Chile,NA
El Huique,Chile,NA
Brazin Cellars,US,Lodi
High Pass,US,Willamette Valley
Hoffmann & Rathbone,England,NA
Varda,US,Carneros
Villa Toscano,US,Shenandoah Valley (CA)
Horned Toad,US,Napa Valley
Château Belle-Garde,France,Bordeaux
Domaine Chêne,France,Bourgogne
Château Darzac,France,Bordeaux Supérieur
Amista,US,Dry Creek Valley
Princesa,Spain,Cava
Monte Hiniesta,Spain,Toro
Voirin-Jumel,France,Champagne
Vincent Roussely,France,Touraine
Adega dos Eidos,Spain,Rías Baixas
Domaine des Pasquiers,France,Côtes du Rhône
Luminary,US,NA
Domaine de Beaurenard,France,Châteauneuf-du-Pape
Héroe,US,Paso Robles
Château de Garros,France,Bordeaux Supérieur
Château des Judes,France,Bordeaux
Château Le Bocage,France,Bordeaux Supérieur
Château Majureau Sercillan,France,Bordeaux Supérieur
Mendocino Vineyards,US,Mendocino
Château Lamothe Bouscaut,France,Pessac-Léognan
Château Hostens-Picant,France,Sainte-Foy Bordeaux
Howell at the Moon,US,Howell Mountain
Altos del Cuco,Spain,Yecla
Château la Révérence,France,Saint-Émilion
Château Vieux Cardinal Lafaurie,France,Lalande de Pomerol
Purely Greece,Greece,NA
Château Jarr,France,Bordeaux
Château Vignol,France,Bordeaux Clairet
Cuvée Jean-Paul,France,Vin de Pays de Vaucluse
Domaine de Mourchon,France,NA
Magic Maker,US,California
Pedra Cancela,Portugal,NA
Domaine de Lartigue,France,Côtes de Gascogne
Cruz de Alba,Spain,Ribera del Duero
Tenoira,Spain,Bierzo
Besombes Moc Baril,France,Rosé d'Anjou
Bodegas Hnos. Pérez Pascuas,Spain,Ribera del Duero
Dichotomy,US,Russian River Valley
Terra Sávia,US,Mendocino
Château la Caminade,France,Cahors
Filipa Pato,Portugal,NA
La Roncaia,Italy,Ramandolo
Linked,US,Knights Valley
Moon Eyes,US,Lodi
Honoratus,Spain,Rioja
Château Pégau,France,Côtes du Rhône
Château de Landure,France,Minervois
Josef Brigl,Italy,Alto Adige
Midlife Crisis,US,Paso Robles
J. Fernández de Arcaya Galdiano,Spain,Navarra
Aurora,Australia,McLaren Vale
Rubberneck,US,Paso Robles
Shippey,US,Dry Creek Valley
La Dolce Vita,US,Willamette Valley
Tagonius,Spain,Vinos de Madrid
Château Bardoulet,France,Saint-Émilion
Château Bégadanet,France,Médoc
Château Langlais,France,Puisseguin Saint-Émilion
Bagrationi 1882,Georgia,NA
Finca La María,Spain,Ribera del Duero
Tokaj Kereskedőház,Hungary,NA
Napa Ridge,US,North Coast
York Mountain Winery,US,San Luis Obispo County
Francisco Gillmore,Chile,NA
Kit Fox,US,California
Nando,Italy,Isonzo del Friuli
Soldo,Italy,Veneto
Luna Di Luna,Italy,Veneto
Martin Family Vineyards,US,Russian River Valley
La Villa Veneta,Italy,Veneto
Torresella,Italy,Veneto
Massimago,Italy,Valpolicella
Mwitu,South Africa,NA
Pico Cuadro,Spain,Rueda
Almez,Spain,Vino de la Tierra de Castilla
Marqués de Valdueza,Spain,Extremadura
Viña Marty,Chile,NA
La Collina dei Ciliegi,Italy,Amarone della Valpolicella
Lantz,US,Rattlesnake Hills
Emilio Bulfon,Italy,Friuli Grave
Valdecampaña,Spain,Ribera del Duero
Bailli de Bourg,France,Côtes de Bourg
Cathar,Spain,Ribera del Duero
Château Noblet,France,Côtes de Bourg
Conway,US,Rutherford
Locations,US,California
Penelope Sanchez,Spain,Cava
Château Fongalan,France,Côtes de Bourg
Château Mezain,France,Bordeaux Blanc
Clos Marsalette,France,Pessac-Léognan
Daniel Cohn,US,North Coast
Nadine et Maurice Guerrin,France,Saint-Véran
Margarethenhof,Germany,NA
Bodega del Abad,Spain,Bierzo
Grangehurst,South Africa,NA
Villiera,South Africa,NA
Adi Badenhorst & Duncan Savage,South Africa,NA
B Vintners,South Africa,NA
Alion,Spain,Ribera del Duero
Bohigas,Spain,Catalunya
Domaine des Fouques,France,Côtes de Provence La Londe
Domaine du Cros,France,Marcillac
Domaines Pierre Chavin,France,Côtes de Provence
Figuière,France,Côtes de Provence
Château Jonc Blanc,France,Bergerac
Montenidoli,Italy,Vernaccia di San Gimignano
Château Grand Corbin-Despagne,France,Saint-Émilion
Château Haut-Marbuzet,France,Saint-Estèphe
Château Fleur Cardinale,France,Saint-Émilion
Château La Serre,France,Saint-Émilion
Château Péby Faugères,France,Saint-Émilion
Landskroon,South Africa,NA
Domaine Coteau,US,Eola-Amity Hills
The Winemaker's Loft,US,Columbia Valley (WA)
Château Rasque,France,Côtes de Provence
Podere Rocche dei Manzoni,Italy,Barolo
Convento de Las Claras,Spain,Ribera del Duero
RR,Germany,NA
Au Contraire,US,Russian River Valley
P. Louis Martini,France,Champagne
Philippe Prié,France,Champagne
Constantin Gofas,Greece,NA
Love Noir,US,California
Pazos del Rey,Spain,Monterrei
Château Altimar,France,Lalande de Pomerol
Château Haut Tour de Coutelin,France,Saint-Estèphe
Château les Graves de Lavaud,France,Lalande de Pomerol
Podere San Giacomo,Italy,Brunello di Montalcino
Paro,US,Russian River Valley
Château Vannières,France,Bandol
Château Clément Saint-Jean,France,Médoc
Tetramythos,Greece,NA
Folk Machine,US,Potter Valley
Brella,US,Willamette Valley
Château d'Escurac,France,Médoc
Besitos,US,California
Lampyridae,US,Mount Veeder
CJ Pask,New Zealand,NA
Fort Walla Walla,US,Walla Walla Valley (WA)
Case Bianche,Italy,Conegliano Valdobbiadene Prosecco Superiore
Domaine Talmard,France,Mâcon-Chardonnay
Jules,France,Côtes de Provence
Valentino Butussi,Italy,Colli Orientali del Friuli
Ehrhardt,US,Clarksburg
Giulia Negri,Italy,Barolo
Zajc,Slovenia,NA
Hubert Brochard,France,Sancerre
Sultry Cellars,US,Arizona
La Mondotte,France,Saint-Émilion
Truth,US,California
Lindemans,Australia,South Eastern Australia
Cantine De Falco,Italy,Primitivo del Salento
Château de Montguéret,France,Rosé d'Anjou
Kupelwieser,Italy,Alto Adige
Maso Poli,Italy,Trentino
Petrussa,Italy,Colli Orientali del Friuli
Domaine Des Meix Porons,France,Savigny-lès-Beaune
Montesco,Argentina,Tupungato
Schlossgut Diel,Germany,NA
Château La Grange Clinet,France,Premieres Côtes de Bordeaux
El Molino,US,Rutherford
Estate Raptis,Greece,NA
Ram's Leap,Australia,Western Plains
Tall Horse,South Africa,NA
Kono Barú,Australia,South Eastern Australia
Bilton,South Africa,NA
Domaine d'Eugenie,France,Clos de Vougeot
El Pistolero,US,Santa Lucia Highlands
Bagueri,Slovenia,NA
Our Wine,Georgia,NA
Sill Family,US,Sonoma County
Red Electra,US,California
Mia's Playground,US,Russian River Valley
Gabarda,Spain,Cariñena
Acorex,Moldova,NA
San Saba,US,Monterey
Château La Rose Saint Germain,France,Bordeaux
Louloute,US,Oregon
Doga delle Clavule,Italy,Morellino di Scansano
Vindemia,US,Temecula Valley
Weingut Geil,Germany,NA
PreVail,US,Alexander Valley
Couvillion Winery,US,Columbia Valley (WA)
Swaii,South Africa,NA
histoire,US,Mendocino
Château de Rhodes,France,Gaillac
Château Peugeais,France,Côtes de Bourg
La Castellada,Italy,Collio
Muzic,Italy,Collio
RouteStock,US,Willamette Valley
Ninín,Spain,Ribera del Duero
Fields,US,Lodi
Guglielmo,US,Santa Clara Valley
Château d'Arvigny,France,Haut-Médoc
Château Guillebot Plaisance,France,Bordeaux
Château Lousteauneuf,France,Médoc
Running Brook,US,Southeastern New England
New Departure,US,Russian River Valley
Bodegas Alconde,Spain,Navarra
Château Saint Martin de la Garrigue,France,Coteaux du Languedoc
Chañarmuyo,Argentina,La Rioja
Don Ramón,Spain,Campo de Borja
Villa Noria,France,Pays d'Oc
Redbreast,Germany,NA
Devorah Creek,US,Oregon
château Peychaud,France,Côtes de Bourg
Domaine Pommier,France,Petit Chablis
Snosrap,US,Monterey County
Quinta do Pego,Portugal,NA
Maynard's,Portugal,NA
8 Chains North,US,Virginia
Tejada,US,Lake County
Bravante,US,Howell Mountain
Domaine de la Ferté,France,Givry
Château Paveil de Luze,France,Margaux
Venica & Venica,Italy,Collio
Cascina Alberta,Italy,Barbaresco
Bradgate,South Africa,NA
Legón,Spain,Ribera del Duero
Château du Bois Chantant,France,Bordeaux
Château Trocard,France,Bordeaux Supérieur
Château Fongrave,France,Bordeaux
Occam's Razor,Australia,Heathcote
Château du Pitray,France,Castillon Côtes de Bordeaux
Château Les Petits Arnaud,France,Blaye Côtes de Bordeaux
Gen Del Alma,Argentina,Tupungato
Waterkloof,South Africa,NA
Pam's Cuties,US,California
Château Baret,France,Pessac-Léognan
Château d'Alix,France,Pessac-Léognan
Domaine Eugène Meyer,France,Alsace
Domaine Georg Rafael Vineyards,US,Oak Knoll District
Arnoux & Fils,France,Savigny-lès-Beaune
Loacker Corte Pavone,Italy,Rosso di Montalcino
Les Vins de l'Herré,France,Côtes de Gascogne
Jean-Pierre Large,France,Morgon
Domaine les Fines Graves,France,Moulin-à-Vent
Hunt & Ryde,US,Sonoma County
Emilio Rojo,Spain,Ribeiro
Rubinna,US,Sonoma Coast
Kornell,Italy,Alto Adige
Left Foot Charley,US,Michigan
Malgra,Italy,Barbera d'Asti
Il Cascinone,Italy,Barbera d'Asti
Franco Serra,Italy,Barolo
Pillar Rock,US,Stags Leap District
Podere L'Aione,Italy,Toscana
Castello di Nipozzano,Italy,Toscana
Amador Garcia,Spain,Rioja
Fattoria di Felsina,Italy,Toscana
Calbello,Italy,Toscana
La Regola,Italy,Montescudaio
Thibert Père et Fils,France,Pouilly-Fuissé
Aquilina,Argentina,Mendoza
Botanica,South Africa,NA
Domaine de la Soufrandise,France,Pouilly-Fuissé
Domaine Sainte Barbe,France,Viré-Clessé
Frédéric Lornet,France,Arbois
Hickinbotham,Australia,McLaren Vale
L'Aietta,Italy,Brunello di Montalcino
Sugrue Pierre Ltd.,England,NA
Moulin Touchais,France,Coteaux du Layon
Martorana,US,Dry Creek Valley
Château Saint-André de Figuière,France,Côtes de Provence
La Croix,France,Minervois La Liviniere
Massimo,New Zealand,NA
Puklavec & Friends,Slovenia,NA
Sassi San Cristoforo,Italy,Barbaresco
Vigneti Zanatta,Italy,Vermentino di Gallura
Susana Balbo,Argentina,Salta
Radog,US,Monterey
Montipagano,Italy,Montepulciano d'Abruzzo
Cox,France,Vin de Pays des Côtes de Gascogne
Marchesi Torrigiani,Italy,Toscana
Terre Nere Campigli Vallone,Italy,Rosso di Montalcino
Montemar,Chile,NA
UWC Samos,Greece,NA
Fattoria Sorbaiano,Italy,Toscana
Château Robin,France,Côtes de Castillon
Folktale,US,Monterey County
TruthTeller,US,Columbia Valley (WA)
Wine Saur,US,Sierra Foothills
Schneider,Austria,NA
Tournesol,US,Napa Valley
Holmes Harbor Cellars,US,Walla Walla Valley (WA)
Château le Mayne Turon,France,Bordeaux
Gamla,Israel,NA
Anapamu,US,Monterey County
Walnut Crest,Chile,NA
J. Hofstatter,Italy,Alto Adige
Oakville Ranch,US,Napa Valley
Château des Combes,France,Bordeaux
Oliver,US,NA
Palazzo Maffei,Italy,Amarone della Valpolicella
Bottega Vinai,Italy,Trentino
Château La Fleur Poitou,France,Lussac Saint-Émilion
Château L'Oiseau,France,Bordeaux Blanc
Vignobles Falgueyret Leglise,France,Bordeaux
Carlos Moro,Spain,Rueda
Jean Berteau,France,Côtes du Rhône
Castillo de Fuenmayor,Spain,Rioja
Chereau Carré,France,Rosé d'Anjou
Finca Teira,Spain,Ribeiro
Ambrosini Lorella,Italy,Val di Cornia Suvereto
Atticus,US,Willamette Valley
Ysios,Spain,Rioja
Château Balestard,France,Bordeaux
Nuntia Vini,Spain,Toro
Gianfranco Fino,Italy,Primitivo di Manduria
Epicurean,Australia,McLaren Vale
Lothian Vineyards,South Africa,NA
Yllera,Spain,Vino de la Tierra de Castilla y León
Domaine la Taste,France,Côtes de Gascogne
S. Delafont,France,Languedoc
Ktima Voyatzi,NA,NA
Laroque,France,Vin de Pays Cité de Carcassonne
Kendric Vineyards,US,Marin County
Lake and Vine Cellars,US,Lake County
Ghostrider,US,Lodi
Gravelly Ford,US,California
Les Useres,Spain,Vino de la Tierra de Castelló
Silver Oak,US,Napa Valley
Alonso del Yerro,Spain,Ribera del Duero
Hazyblur,Australia,Kangaroo Island
Amizetta,US,Napa Valley
Black Bart,US,Napa Valley
Sombrero,Spain,Madrid
Valle Rojo,Spain,Cariñena
Fralich,US,Paso Robles
Bon Niche,US,Paso Robles
Ferllen,Argentina,Mendoza
Château de Portets,France,Graves
Château Camensac,France,Haut-Médoc
Château Batailley,France,Pauillac
Château Caronne Ste Gemme,France,Haut-Médoc
Ramsay,US,North Coast
Corinto,Chile,NA
Estrella Creek,US,Paso Robles
Quadra,Italy,Franciacorta
Hamacher,US,Willamette Valley
Château Marquis d'Alesme,France,Margaux
Tor,US,Napa Valley
M'Hudi,South Africa,NA
Glenwood Cellars,US,Sonoma Coast
Desmond,US,Russian River Valley
Walden,France,Côtes du Roussillon
Pavilion Crossing,US,Lodi
The Frenchhouse,France,Vin de Pays d'Oc
Pugilist,US,Santa Ynez Valley
Simple Solace,US,Paso Robles
Johan,US,Willamette Valley
Los Andes,Argentina,Mendoza
Quinta da Soalheiro,Portugal,NA
Glunz,US,Paso Robles
Carillon,Italy,Brunello di Montalcino
Château Favray,France,Pouilly-Fumé
Archimedes,US,Alexander Valley
Tenimenti Zabù,Italy,Sicilia
Thorin,France,Beaujolais
Quinta do Sobreiró de Cima,Portugal,NA
Tenuta di Burchino,Italy,Toscana
Domaine Patrice Colin,France,Coteaux du Vendômois
Pendulum,US,Columbia Valley (WA)
Landsman,US,Lodi
Des Amis,US,Napa Valley
Trullo,Germany,NA
Arndt,US,Paso Robles
Panzanello,Italy,Chianti Classico
Galadino,Italy,Chianti Classico
Azabache,Spain,Rioja
Redgate,US,Willamette Valley
Saddle Ranch,US,Central Coast
Spenker,US,Lodi
PKNT,Chile,NA
Alex,Spain,Navarra
Quinta da Nespereira,Portugal,NA
Quinta da Cortezia,Portugal,NA
Swick,US,Willamette Valley
Adelaida Cellars,US,Adelaida District
